CID,Type,Impact,First Detected,Severity,Component,File,Function,1. ABK_Code_Type,2. ABK_Classification,ABK_Tags,3. ABK_Initial_Triaged,ABK_AutoTriage,Last Triage Comment,Checker,CWE,Comparison,Issue Kind,Last Snapshot Stream,Line Number
24579,Illegal address computation,High,03/29/24,Critical,Other,/code/src/stream/stream_defrag.cpp,ResolveNewAddr,Production,Suspicious,OVERRUN,2025-04-15,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4759
24548,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/xanim/xanim.cpp,XAnimFrameStreaming_AddAnim,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-14,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
24422,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/game_sp/g_save_sp.cpp,G_SaveSP_ReadBadPlaces,Production,Suspicious,OVERRUN,2025-03-21,,Overrunning buffer pointed to by &g_badplaces[i] of 704 bytes by passing it to a function which accesses it at byte offset 17431,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1718
24293,Out-of-bounds read,High,03/29/24,Critical,Other,/code/src/xanim/dobj.cpp,DObjGetBasePoseMatrix,Production,Suspicious,"OVERRUN,graphicsCode",2024-12-15,, DObjGetSkelBoneIndex has assert to check bounds but these are compiled out for production.,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,7288
24077,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/physics/Private/Core/PhysicsRT_Vehicle.cpp,PhysicsRT_Vehicle_BuoyancyCast,Production,Suspicious,"OVERRUN,physicsCode",2025-04-08,,"No bounds checking on index, devs put in assert in  WaterDynamics_Simulation_GetWaveScalar shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
24015,Out-of-bounds write,High,03/29/24,Critical,Other,/code/src/PatchCollision/PatchCollision_AreaSwap.cpp,PatchCollision_AreaSwap_Update,Production,Suspicious,OVERRUN,2025-04-07,,"No bounds checking on shapeIdx in get idx nor here, devs put in assert shows concern",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,163
23977,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/universal/edge_octree.h,ProcessScriptableCandidateHit,Production,Suspicious,OVERRUN,2025-04-09,,no bounds checking,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
23844,Destination buffer too small,High,03/29/24,Critical,Other,/code/src/universal/info_parse_util.cpp,Info_CopyValues,Production,Suspicious,other,,,,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,550
23609,Untrusted value as argument,Medium,03/29/24,Critical,Other,/code/src/server_mp/sv_snapshot_mp.cpp,SV_SnapshotMP_EmitClientMessageScriptables,Production,Suspicious,downcasting,,,,TAINTED_SCALAR,20,Absent,Various,ATVI-CoD-trunk,Various
23599,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/game_sp/g_save_sp.cpp,G_SaveSP_ReadPathNodes,Production,Suspicious,OVERRUN,2025-03-21,,Overrunning buffer pointed to by &g_badplaces[i] of 704 bytes by passing it to a function which accesses it at byte offset 17431,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1655
23530,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/WaterDynamics/WaterDynamics_Physics.cpp,WaterDynamics_Physics_UnlockContextForWorld,Production,Suspicious,"OVERRUN,physicsCode",2025-04-08,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,218
23524,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/game_sp/g_save_sp.cpp,ReadThreatBiasGroups,Production,Suspicious,OVERRUN,2025-03-21,,Overrunning buffer pointed to by &g_badplaces[i] of 704 bytes by passing it to a function which accesses it at byte offset 17431,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1736
23091,Out-of-bounds read,High,03/29/24,Critical,Other,/code/src/game_iw9/bgame/asm/bg_player_asm_util.cpp,BG_PlayerASM_IsTransitionReverse,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index,  ",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,3292
23029,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_shared/bgame/bg_emote.cpp,BG_Emote_GetStreamCollection,Production,Suspicious,OVERRUN,2025-04-07,,"No bounds checking on index, devs put in assert shows concern",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,958
22919,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/online/player_socialdata/player_socialdata_system.inl,SetComponentCacheStatus,Production,Suspicious,OVERRUN,2025-03-28,,HandleValueToComponentIndex could set index to up to 511 and there is no bounds checking..,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
22888,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics.cpp,PhysicsDestroyEffector,Production,Suspicious,"OVERRUN,physicsCode",2024-12-12,,"There is not always code ensuring effId is valid before calls to this function. For example, cod\trunk\code\src\game_shared\bgame\vehicles\core\bg_vehicle_core_morph.cpp, line 109, and cod\trunk\code\src\game_shared\bgame\vehicles\core\bg_vehicle_core.cpp line 697",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4553
22871,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/WaterDynamics/WaterDynamics_Physics.cpp,WaterDynamics_Physics_LockContextForWorld,Production,Suspicious,"OVERRUN,physicsCode",2025-04-08,,"No bounds checking on index, devs put in assert shows concern
2025-04-08",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,207
22860,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics.cpp,PhysicsDestroyComponent,Production,Suspicious,"OVERRUN,physicsCode",2024-12-12,,There is not always code ensuring  componentId is valid before calls to this function.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4535
22792,Out-of-bounds read,High,03/29/24,Critical,Other,/code/src/snd/sd_mix_voice.cpp,SD_VoicePitchStereoEnv,Production,Suspicious,OVERRUN,2025-04-15,,SD_MIX_DECODE_SAMPLE_COUNT is 32 and buffer[SD_MIX_DECODE_SAMPLE_COUNT],OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
22768,Out-of-bounds write,High,03/29/24,Critical,Other,/code/src/PatchCollision/PatchCollision_AreaSwap.cpp,PatchCollision_AreaSwap_DestroyPhysicsInstances,Production,Suspicious,OVERRUN,2025-04-07,,"No bounds checking on shapeIdx in get idx nor here, devs put in assert shows concern",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,221
22709,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/physics/Private/Core/PhysicsRT_Ref.cpp,PhysicsRT_IsClientEntitylessScriptable,Production,Suspicious,"OVERRUN,physicsCode",2025-04-09,,no bounds checking,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,537
22665,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/dw/dwLobbyEventHandler.h,onConsoleBanned,Production,Suspicious,errorChecking,,,No errorChecking,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
22641,Out-of-bounds read,High,03/29/24,Critical,Other,/code/src/gfx/r_scene.cpp,R_ProcessDynamicLightBSP_r,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-09,,"No bounds checking on index, ",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
22543,Out-of-bounds read,High,03/29/24,Critical,Other,/code/src/gfx/r_scene.cpp,R_DynLightBSPNode_ComputeBounds,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-09,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,12039
22455,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/lui/LUI_CustomElement_Anchored.cpp,LUIElement_Anchored_GetWorldPosition,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in assert in GetEntity( shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,572
22395,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/qcommon/net_thread.cpp,ProcessRequest,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in assert shows concern",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
22357,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/cgame/cg_weapons.cpp,CG_ReloadCheckpointGetBlendTime,Production,Suspicious,OVERRUN,2025-04-08,,"No bounds checking on index, devs put in assert shows concern
2025-04-08",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,5457
22183,Untrusted value as argument,Medium,03/29/24,Critical,Other,/code/src/server_mp/sv_snapshot_mp.cpp,SV_SnapshotMP_ResolveWeaponMap,Production,Suspicious,downcasting,,,,TAINTED_SCALAR,20,Absent,Various,ATVI-CoD-trunk,4811
22177,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_iw9/game_sp/g_turret_sp.cpp,G_TurretSP_SaveGame_Read,Production,Suspicious,OVERRUN,2025-03-21,,Overrunning buffer pointed to by &g_badplaces[i] of 704 bytes by passing it to a function which accesses it at byte offset 17431,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,76
22167,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/stream/stream_defrag.cpp,ResolveNewAddr,Production,Suspicious,OVERRUN,2025-04-08,,"No bounds checking on index, devs put in assert shows concern",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
22145,Out-of-bounds write,High,03/29/24,Critical,Other,/code/src/online/online_dcqos.cpp,Online_DcQos_SetResultState,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,431
22143,Out-of-bounds write,High,03/29/24,Critical,Other,/code/src/game_shared/bgame/common_item/bg_common_item.cpp,BG_CommonItem_GenerateFullWeaponStrings,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index,  ",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1107
22081,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/online/player_socialdata/player_socialdata_system.inl,DetachComponentInternal,Production,Suspicious,OVERRUN,2025-03-28,,HandleValueToComponentIndex could set index to up to 511 and there is no bounds checking.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21953,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,GetElementIdByType,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-09,,"No bounds checking on index,",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21764,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/online/player_socialdata/player_socialdata_system.inl,GetComponentCacheStatus,Production,Suspicious,OVERRUN,2025-04-07,,HandleValueToComponentIndex could set index to up to 1023 and there is no bounds checking.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21670,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/physics/Private/Core/PhysicsRT_Vehicle.cpp,PhysicsRT_Vehicle_BuoyancyCast,Production,Suspicious,"OVERRUN,physicsCode",2025-04-08,,"No bounds checking on index, devs put in assert in  WaterDynamics_Simulation_GetWaveScalar shows concern",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21656,Out-of-bounds read,High,03/29/24,Critical,Other,/code/src/PatchCollision/PatchCollision_AreaSwap.cpp,PatchCollision_AreaSwap_GetShapeForLoad,Production,Suspicious,OVERRUN,2025-04-07,,"No bounds checking on shapeIdx in get idx nor here, devs put in assert shows concern",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,440
21563,Out-of-bounds access,High,03/29/24,Critical,Other,/code/src/online/player_socialdata/player_socialdata_system_presence.cpp,GetComponentCacheStatus,Production,Suspicious,OVERRUN,2025-03-28,,HandleValueToComponentIndex could set index to up to 1023 and there is no bounds checking.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21524,Illegal address computation,High,03/29/24,Critical,Other,/code/src/game_iw9/game/ai/ai_behavior_sequencer.cpp,ProcessTokenTransfersForTransitionRecursive,Production,Suspicious,OVERRUN,2025-04-11,,"In the Top() method, we check that the index is valid via an assert but we do not appear to have logic to prevent an unintended index of the buffer once asserts are compiled out. The potentially invalid returned value is used to index into a couple other arrays of transition objects.",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,3545
21162,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/dw/dwLobbyEventHandler.h,onPlayerBanned,Production,Suspicious,errorChecking,,,no errorChecking,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21106,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/universal/memfile.cpp,MemFile_WriteDataInternal,Production,Suspicious,OVERRUN,2025-04-11,,"Possible issue when sourceLen is less than TEMP_SAVE_BUFFER_SIZE, s_memFileZStream.avail_in is equal to TEMP_SAVE_BUFFER_SIZE and subtracted from sourceLen during the memcpy.",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,854
21051,Untrusted value as argument,Medium,02/13/24,Critical,Other,/code/src/game_iw9/game_mp/g_player_events_mp.cpp,GameSwitchOffhandEvent,Production,Suspicious,downcasting,,,,TAINTED_SCALAR,20,Absent,Various,ATVI-CoD-trunk,1417
21030,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,GetElementById,Production,Suspicious,"OVERRUN,graphicsCode",2025-03-27,,The id would have to be >128.  There is nothing preventing that and devs added a assert( elmId.IsValid() ); so that shows there is some concern.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
21024,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/vfx/Particles/ParticleManager.h,Allocate,Production,Suspicious,"OVERRUN,graphicsCode",2024-11-05,,"if no bits are clear, firstBitClear will return 512 so using that as an index will be off by 1.",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,351
20851,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_iw9/cgame/cg_hang.cpp,CG_Hang_HandleEvent,Production,Suspicious,OVERRUN,2025-04-07,,"No bounds checking on index, devs put in assert shows concern",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2141
20836,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/xanim/xanim_trace.cpp,XAnimTrace_TryGetDeferredRaycastResult,Production,Suspicious,"OVERRUN,graphicsCode",2025-03-27,,max value XAnimDeferredTraceID_GetIndex() can return is  8191 (based on INDEX_MASK) and there is no bounds checking.,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,364
20833,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/qcommon/com_fastfile_zonelist.h,AddFrom,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,80
20815,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,GetElementById,Production,Suspicious,"OVERRUN,graphicsCode",2025-03-27,,The id would have to be >128.  There is nothing preventing that and devs added a assert( elmId.IsValid() ); so that shows there is some concern.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
20802,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/game_iw9/game/ai/bots/ai_bot.cpp,Bot_DifficultyFromString,Production,Suspicious,coding_error,2025-04-15,,likely a coding error.   index < ARRAY_COUNT( BOT_STR_TBL_DIFFICULTY )  should be first to short circuit the checks.,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,4567
20613,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/dw/dwLobbyEventHandler.h,onNotWhiteListed,Production,Suspicious,errorChecking,,,There is no error handling.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
20212,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/WaterDynamics/WaterDynamics_PhysicsBehavior.cpp,CalcSDFPoints,Production,Suspicious,"OVERRUN,physicsCode",2025-04-09,,hknpLevelOfDetail::INVALID is used as an index in getShapeAtLod,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1809
20102,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/online/online_archive_replay_playback.cpp,Read,Production,Suspicious,OVERRUN,2025-04-09,,MSG_ReadByte can return -1 and there is no bounds checking.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,624
19775,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_helicopter.cpp,GetBladeDeflectionForRotorIndex,Production,Suspicious,"OVERRUN,physicsCode",2025-04-09,,"No bounds checking on index, ",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
19771,Copy into fixed size buffer,Low,02/13/24,Critical,Other,/code/src/qcommon/com_storage.cpp,Com_DDL_ReadOnlyFromText,Production,Suspicious,other,,,,STRING_OVERFLOW,120,Absent,Various,ATVI-CoD-trunk,3335
19751,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/game_iw9/bgame/bg_animstate.cpp,BG_AnimationState_GetAnimsetByIndex,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-09,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,150
19748,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/online/online_archive_replay_playback.cpp,Read,Production,Suspicious,OVERRUN,2024-10-30,false,MSG_ReadByte may return -1 causing this overflow problem,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,623
19644,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/dw/dwEnvironment.cpp,dwGetEnvironmentName,Production,Suspicious,OVERRUN,2025-04-14,,s_environmentNames has a max of 3 elements where dwGetEnvironment can return up to 4. It does not appear to be bounds checked.,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,823
19586,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/snd/sd_output_libad.cpp,SD_AD_SpawnThread,Production,Suspicious,OVERRUN,2025-04-08,,"No bounds checking on index, devs put in assert shows concern
2025-04-08",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1706
19464,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/xanim/proceduralbones/proceduralbones_allocator.cpp,XAnimProceduralBonesAllocator_DestroyHandle,Production,Suspicious,"OVERRUN,graphicsCode",2024-12-12,,There are no checks to ensure Index returns a valid value,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
19457,String not null terminated,High,02/13/24,Critical,Other,/code/src/online/live_common.cpp,Live_CheckIfShouldStartAutoLogin,Production,Suspicious,other,,,"In online\live_crosslaunch.cpp, auto_login is set to eachToken which is from a string of max size CROSSLAUNCH_COMMANDLINE_MAX = 2046.
Other places it is set on sizes CROSSLAUNCH_COMMANDLINE_MAX = 2046,  COMMAND_LINE_BUFFER_SIZE = 32 * 1024, or COMMAND_LINE_BUFFER_SIZE = 4096: all of which could cause a problem here.
",STRING_NULL,170,Absent,Various,ATVI-CoD-trunk,Various
19389,Out-of-bounds write,High,02/13/24,Critical,Other,/code/common/libs/MathCore/MathCore/math_ops.cpp,MatrixInverse44Safe,Production,Suspicious,OVERRUN,,,,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,7766
19309,Out-of-bounds read,High,02/13/24,Critical,Other,/code/common/libs/GlassCore/GlassCore/glass_crack_shard.cpp,Glass_AreaX2AndScaledCentroidForEdgeLoop,Production,Suspicious,OVERRUN,,,"This willl be a problem if *edgeLoop has only two items.  Glass_ExtractCracksAndHolesFromLoop is where the *edgeLoop is created.  The code is difficult to trace, but there is an assert that there are more than 2 and some conditional checks for 2.  This indicates dev is concerned that is possible and so I am marking this as suspicious.",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
19188,Incorrect sizeof expression,Medium,02/13/24,Critical,Other,/code/src/WaterDynamics/WaterDynamics.cpp,WaterDynamics_LoadInstances,Production,Suspicious,other,,,"originally marked this as not exploitable because it isn't, but it's a coding error that may cause errors and we've taken to use suspicious for these.",BAD_SIZEOF,467,Absent,Various,ATVI-CoD-trunk,526
19167,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/database/db_binarypatch_load.cpp,DB_BinaryPatch_BeginLoad,Production,Suspicious,OVERRUN,2025-04-09,,"if openData.diffCount can be >2, then this could happen.  Could not trace code to verify if that is possible.",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,579
19036,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_iw9/game/g_combat.cpp,G_Combat_RadiusEffectsEnt,Production,Suspicious,"OVERRUN,obo",2025-04-09,,"No bounds checking on index, devs put in assert in Com_Teams_TeamStringFromEnumSP shows concern",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
19026,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/qcommon/com_fastfile_zonelist.h,Add,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,164
18878,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/client_mp/partyhost.cpp,PartyHost_AssignSquad,Production,Suspicious,"OVERRUN,obo",2025-04-09,,No bounds checking on index,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
18411,String not null terminated,High,02/13/24,Critical,Other,/code/src/online/online_friends_crossplay.cpp,CheckMessageProfanityComplete,Production,Suspicious,other,,,"if  s_pendingRequests[client].message is full and not null terminated, then this will be a problem.",STRING_NULL,170,Absent,Various,ATVI-CoD-trunk,1845
18162,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_iw9/cgame/cg_frontend_scene.cpp,CG_FrontEndScene_UpdateRequiredTransients,Production,Suspicious,OVERRUN,2025-04-14,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
17900,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/gfx/r_water.cpp,R_Water_Tile_SubmitMeshPatches,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-09,,"No bounds checking on index,",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,8106
17856,Buffer not null terminated,High,02/13/24,Critical,Other,/code/src/game_iw9/bgame/bg_matchrules_history.cpp,BG_MatchRulesHistory_WriteRecipeAsync,Production,Suspicious,other,,false,,BUFFER_SIZE,170,Absent,Quality,ATVI-CoD-trunk,1440
17768,Illegal address computation,High,02/13/24,Critical,Other,/code/src/qcommon/net_endpoint.cpp,GetChannelSlot,Production,Suspicious,index_overrun,2025-04-15,,"No bounds checking on index, devs put in assert in getlocalId shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,615
17615,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/gfx/r_amd.cpp,R_AMD_CreateDevice,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-09,,no bounds checks,OVERRUN,125,Absent,Various,ATVI-CoD-trunk,Various
17518,Untrusted loop bound,Medium,02/13/24,Critical,Other,/code/src/win32/win_main.cpp,Sys_InitPhysicalDiskSectorSize,Production,Suspicious,downcasting,,,,TAINTED_SCALAR,606,Absent,Various,ATVI-CoD-trunk,467
17430,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/mapVoxelizedState/MapVoxelizedState.cpp,MapVoxelizedState_ReadChanges,Production,Suspicious,OVERRUN,2025-04-08,,"No bounds checking on index
2025-04-08",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,823
17172,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/ecs_common/ecs_client_centity.cpp,GetLocalPlayer,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in assert in GetClientNumFromWorldId shows concern",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,134
16915,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/game_iw9/game/ai/ai_scripted_coordinator.cpp,RecordAdvanceOnEnemy,Production,Suspicious,getindex,2025-04-14,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,3236
16908,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/gfx/r_dpvs.cpp,R_AdditionalCullingObjectWeather,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-15,,"If usedObjectsCount  is never incremented, it will go to -1",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1031
16881,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/snd/sd_output_libad.cpp,SD_AD_ThreadFunc,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1674
16811,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_elm_collection.inl,AddElement,Production,Suspicious,OVERRUN,2024-12-12,,"There is no check to ensure the index is in bounds, yet there are sanity checks indicating there is thought it could be out of bounds.",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,25
16769,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/xanim/proceduralbones/proceduralbones_allocator.cpp,XAnimProceduralBonesAllocator_GetInstance,Production,Suspicious,"OVERRUN,graphicsCode",2025-03-22,,max value index() can return is  8191 (based on INDEX_MASK) and there is no bounds checking.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,715
16765,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/game_shared/cgame/vehicles/cg_vehicle_treads.cpp,TreadBoneAnimCreate,Production,Suspicious,OVERRUN,2025-04-15,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,228
16452,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/snd/sd_output_libad.cpp,SD_AD_ThreadFunc,Production,Suspicious,OVERRUN,2025-04-09,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1675
16182,Out-of-bounds read,High,02/13/24,Critical,Other,/code/src/gfx/r_init.cpp,R_SystemsShutdown,Production,Suspicious,"OVERRUN,graphicsCode",2025-04-14,,"In the for loop, windowCount could be larger than 1. Where the max size of the windows array is 1 (R_MAX_WINDOWS). Additionally, window is not checked for being null before indexing windowIndex.",OVERRUN,125,Absent,Various,ATVI-CoD-trunk,1750
16160,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/game_shared/bgame/vehicles/bg_vehicle_physics_manager.inl,GetElementById,Production,Suspicious,"OVERRUN,physicsCode",2025-03-27,,The id would have to be >128.  There is nothing preventing that and devs added a assert( elmId.IsValid() ); so that shows there is some concern.,OVERRUN,119,Absent,Various,ATVI-CoD-trunk,Various
16046,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/client/cl_ui_streaming.cpp,CL_UIStreaming_UpdateClientRequestCount,Production,Suspicious,OVERRUN,2025-04-14,,"No bounds checking on index, devs put in assert shows concern",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,2000
15837,Out-of-bounds write,High,02/13/24,Critical,Other,/code/src/memory/mem_paged.cpp,Mem_Paged_AddPageUnmapToBatchContext,Production,Suspicious,OVERRUN,2025-04-14,,"No bounds checking on index, devs put in assert shows concern
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,4174
15812,Out-of-bounds access,High,02/13/24,Critical,Other,/code/src/snd/sd_output_libad.cpp,SD_AD_TerminateThread,Production,Suspicious,OVERRUN,2025-04-08,,"No bounds checking on index
",OVERRUN,119,Absent,Various,ATVI-CoD-trunk,1717
